IBN KHALLIKAN’S BIOGRAPHICAL DICTIONARY.,وفيات الأعيان لابن خلِّكان
"On hearing mine, he turned towards me, without noticing the other persons who were present, and, when they retired, he said: ‘You are the best poet of all who recited verses to me. In what circumstances are you?’ I complained of poverty, on which he wrote to the inhabitants of Maarrat al-Noman a letter in which he bore testimony to my talent and recommended me to their generosity. “Go” said he, and recite verses in their praise. I went to them, and they, in consideration of his letter, treated me with great honor and made me a pension of four thousand dirhems. This was the first money I ever earned.”","فلما سمع شعري أقبل علي وترك سائر الناس، فلما تفرقوا قال لي: أنت أشعر من أنشدني، فكيف حالك فشكوت خلة، فكتب إلى أهل معرة النعمان، وشهد لي بالحذق وشفع لي إليهم وقال لي: امتدحهم، فصرت إليهم فأكرموني بكتابه ووظفوا لي أربعة آلاف درهم، فكانت أول مال أصبته."
"Abu Obada (al-Bohtori} related, in the following terms, his first interview with Abu Tammam: “I went to visit Abu Saied Muhammad Ibn Yusuf and spoke his praises in a qasida which began thus: “Was a captivated lover ever delivered from his passion; so that I also may hope for deliverance? Was it by breaking his engagements (that he got free), or by hearkening to the advice of a compassionate friend?.","وقال أبو عبادة المذكور: أول ما رأيت أبا تمام، وما كنت رأيته قبلها، أني دخلت أبي سعيد محمد بن يوسف، فامتدحته بقصيدتي التي أولها:\r\nأأفاق صب من هوى فأفيقا... أم خان عهداً أم اطاع شفيقا"
"“When I finished, he expressed his satisfaction and said to me: God bless you, my boy, A man who was in the saloon then said: ‘God exalt you {emir), these verses are by me, but that young man has got them by heart and recited them to you before I had time to do so. Abu Saied looked at me with an altered countenance and said:","فأنشدته إياها، فلما أتممتها سر بها، وقال لي: أحسن الله إليك يا فتى، فقال له رجل في المجلس: هذا، أعزك الله، شعري علقه هذا الفتى، فسبقني به إليك، فتغير أبو سعيد وقال لي:"
"‘My boy! you have in your family and relatives a sufficient title to my favor; so, do not have recourse to such means as these” I replied: ‘God exalt you! the verses are mine. On this, the stranger exclaimed: ‘Good God, my boy! do not say such a thing. He then began to repeat some verses of my qasida.","يا فتى، قد كان في نسبك وقرابتك ما يكفيك أن تمت به إلينا، ولا تحمل نفسك على هذا، فقلت: هذا شعري أعزك الله، فقال الرجل: سبحان الله يا فتى لا تقل هذا، ثم ابتدأ فأنشد من القصيدة أبياتاً،"
"On this, Abu Saied turned to me and said: “We shall furnish you with whatever you desire, but do not again have recourse to proceedings such as these. I was astounded and left the saloon, not knowing what to say and meaning to ask who that man might be. I had not gone far when Abu Saied called me back and said: ‘We are merely jesting with you; so take things patiently.","فقال لي أبو سعيد: نحن نبلغك ما تريد، ولا تحمل نفشك على هذا، فخرجت متحيراً لا أدري ما أقول، ونويت أن أسأل عن الرجل من هو، فما بعدت حتى ردني أبو سعيد ثم قال لي: جنيت عليك فاحتمل،"
"Do you know that man?’ I replied that I did not. ‘It is your cousin said he; ‘it is Habib Ibn Aus al-Tai Abu Tammam! go up to him I went over and embraced him. He turned towards me, praised me highly, and spoke favorably of my verses. I was only jesting with you said he. From that moment I got attached to him and admired u greatly his promptitude in learning passages by heart.”","أتدري من هذا فقلت: لا، قال: هذا ابن عمك، حبيب بن أوس الطائي لأبو تمام، فقم إليه، فقمت إليه فعانقته. ثم أقبل علي يقرظني ويصف شعري وقال: إنما مزحت معك، فلزمته بعد ذلك وكثر عجبي من سرعة حفظه."
"Al-Suli relates also in the same work: Abu Tammam made to the mother of al-Bohtori a proposal of marriage, to which she consented, saying: “Convoke the people to the ceremony.’' On this, he answered: “The grandeur of God is such that his name ought not to be mentioned [in an affair which is to pass) between us two. Let us give each other the hand and act with mutual indulgence.”","وروى الصولي أيضاً في كتابه المذكور أن أبا تمام راسل أم البحتري في التزوج بها، فأجابته وقالت له: اجمع الناس للإملاك، فقال: الله أجل من أن يذكر بيننا، ولكن نتصافح ونتسافح."
"Al-Bohtori, being asked whether he or Abu Tam mam was the better poet, replied: “His best pieces surpass the best of mine, and my worst are better than the worst of his.” It has been said of al-Bohtori’s poems that they were chains of gold. He held [in reality) the highest rank [as a poet).","وقيل للبحتري: أيما أشعر أنت أم أبو تمام فقال: جيده خير من جيدي ورديئي خير من رديئه. وكان يقال لشعر البحتري: سلاسل الذهب، وهو في الطبقة العليا."
"It is related that Abu al-Alaa al-Maarri, being asked which was the best poet of these three: Abu Tammam, al-Bohtori and al-Mutanabbi, replied that two of them were moralists and that al Bohtori was the poet. I must declare that Ibn al-Rumi was not equitable towards him when he said.","ويقال إنه قيل لأبي العلاء المعري: أي الثلاثة أشعر، أبو تمام أم البحتري أم المتنبي فقال: حكيمان والشاعر البحتري. ولعمري ما أنصفه ابن الرومي في قوله:"
"The boy, al-Bohtori, steals from the son of Aus {Aha, Tammam) the praises of the great and of the fair. In each of his verses, the thought is well expressed, but that thought belongs to Habib, the son of Aus.",والفتى البحتري يسرق ما قا... ل ابن أوس في المدح والتشبيب\r\nكل بيت له يجود معنا... هـ فمعناه لابن أوس حبيب
"Al-Bohtori related that he recited a poem of his composition to Abu Tammam, and that the latter recited to him [in return) this verse of Aus Ibn Hajar: When our force is diminished by the death of one of our lions, another appears amongst us, ready to show his teeth.","وقال البحتري: أنشدت أبا تمام شيئاً من شعري، فأنشدني بيت أوس بن حجر: \r\nإذا مقرم منا ذرا حد نابه... تخمط فينا ناب آخر مقرم"
"“There,” exclaimed Abu Tammam, ‘I have announced to myself that my death is near!’ I replied: ‘God forbid!’ ‘Nay,’ said he, my life will not he long; and another poet like you is now growing up in the tribe of Tai [who will replace you also). Know you not the anecdote told of Khalid Ibn Safwan al-Minkari? he heard Shabib Ibn Shabiba, who was of the same family as he, make a discourse and he said to him: ‘My son! the talent displayed by you in speaking announces to me that my death is near; we belong to a family in which, when an orator is produced, his predecessor soon dies.’”","وقال: نعيت إلي نفسي، فقلت: أعيذك بالله من هذا، فقال: إن عمري ليس يطول وقد نشأ لطيءٍ مثلك، أما علمت أن خالد بن صفوان المنقري رأى شبيب بن شبيبة، وهو من رهطه وهو يتكلم فقال: يا بني، نعى نفسي إلي إحسانك في كلامك، لأنا أهل بيت ما نشأ فينا خطيب إلا مات من قبله، قال: فمات أبو تمام بعد سنة من هذا."
